,filepaths,labels
38679,../input/100-bird-species/test/OCELLATED TURKEY/5.jpg,OCELLATED TURKEY
38680,../input/100-bird-species/test/OKINAWA RAIL/1.jpg,OKINAWA RAIL
38681,../input/100-bird-species/test/OKINAWA RAIL/2.jpg,OKINAWA RAIL
38682,../input/100-bird-species/test/OKINAWA RAIL/3.jpg,OKINAWA RAIL
38683,../input/100-bird-species/test/OKINAWA RAIL/4.jpg,OKINAWA RAIL
38684,../input/100-bird-species/test/OKINAWA RAIL/5.jpg,OKINAWA RAIL
38685,../input/100-bird-species/test/OSPREY/1.jpg,OSPREY
38686,../input/100-bird-species/test/OSPREY/2.jpg,OSPREY
38687,../input/100-bird-species/test/OSPREY/3.jpg,OSPREY
38688,../input/100-bird-species/test/OSPREY/4.jpg,OSPREY
38689,../input/100-bird-species/test/OSPREY/5.jpg,OSPREY
38690,../input/100-bird-species/test/OSTRICH/1.jpg,OSTRICH
38691,../input/100-bird-species/test/OSTRICH/2.jpg,OSTRICH
38692,../input/100-bird-species/test/OSTRICH/3.jpg,OSTRICH
38693,../input/100-bird-species/test/OSTRICH/4.jpg,OSTRICH
38694,../input/100-bird-species/test/OSTRICH/5.jpg,OSTRICH
38695,../input/100-bird-species/test/OYSTER CATCHER/1.jpg,OYSTER CATCHER
38696,../input/100-bird-species/test/OYSTER CATCHER/2.jpg,OYSTER CATCHER
38697,../input/100-bird-species/test/OYSTER CATCHER/3.jpg,OYSTER CATCHER
38698,../input/100-bird-species/test/OYSTER CATCHER/4.jpg,OYSTER CATCHER
38699,../input/100-bird-species/test/OYSTER CATCHER/5.jpg,OYSTER CATCHER
38700,../input/100-bird-species/test/PAINTED BUNTIG/1.jpg,PAINTED BUNTIG
38701,../input/100-bird-species/test/PAINTED BUNTIG/2.jpg,PAINTED BUNTIG
38702,../input/100-bird-species/test/PAINTED BUNTIG/3.jpg,PAINTED BUNTIG
38703,../input/100-bird-species/test/PAINTED BUNTIG/4.jpg,PAINTED BUNTIG
38704,../input/100-bird-species/test/PAINTED BUNTIG/5.jpg,PAINTED BUNTIG
38705,../input/100-bird-species/test/PALILA/1.jpg,PALILA
38706,../input/100-bird-species/test/PALILA/2.jpg,PALILA
38707,../input/100-bird-species/test/PALILA/3.jpg,PALILA
38708,../input/100-bird-species/test/PALILA/4.jpg,PALILA
38709,../input/100-bird-species/test/PALILA/5.jpg,PALILA
38710,../input/100-bird-species/test/PARADISE TANAGER/1.jpg,PARADISE TANAGER
38711,../input/100-bird-species/test/PARADISE TANAGER/2.jpg,PARADISE TANAGER
38712,../input/100-bird-species/test/PARADISE TANAGER/3.jpg,PARADISE TANAGER
38713,../input/100-bird-species/test/PARADISE TANAGER/4.jpg,PARADISE TANAGER
38714,../input/100-bird-species/test/PARADISE TANAGER/5.jpg,PARADISE TANAGER
38715,../input/100-bird-species/test/PARUS MAJOR/1.jpg,PARUS MAJOR
38716,../input/100-bird-species/test/PARUS MAJOR/2.jpg,PARUS MAJOR
38717,../input/100-bird-species/test/PARUS MAJOR/3.jpg,PARUS MAJOR
38718,../input/100-bird-species/test/PARUS MAJOR/4.jpg,PARUS MAJOR
38719,../input/100-bird-species/test/PARUS MAJOR/5.jpg,PARUS MAJOR
38720,../input/100-bird-species/test/PEACOCK/1.jpg,PEACOCK
38721,../input/100-bird-species/test/PEACOCK/2.jpg,PEACOCK
38722,../input/100-bird-species/test/PEACOCK/3.jpg,PEACOCK
38723,../input/100-bird-species/test/PEACOCK/4.jpg,PEACOCK
38724,../input/100-bird-species/test/PEACOCK/5.jpg,PEACOCK
38725,../input/100-bird-species/test/PELICAN/1.jpg,PELICAN
38726,../input/100-bird-species/test/PELICAN/2.jpg,PELICAN
38727,../input/100-bird-species/test/PELICAN/3.jpg,PELICAN
38728,../input/100-bird-species/test/PELICAN/4.jpg,PELICAN
38729,../input/100-bird-species/test/PELICAN/5.jpg,PELICAN
38730,../input/100-bird-species/test/PEREGRINE FALCON/1.jpg,PEREGRINE FALCON
38731,../input/100-bird-species/test/PEREGRINE FALCON/2.jpg,PEREGRINE FALCON
38732,../input/100-bird-species/test/PEREGRINE FALCON/3.jpg,PEREGRINE FALCON
38733,../input/100-bird-species/test/PEREGRINE FALCON/4.jpg,PEREGRINE FALCON
38734,../input/100-bird-species/test/PEREGRINE FALCON/5.jpg,PEREGRINE FALCON
38735,../input/100-bird-species/test/PHILIPPINE EAGLE/1.jpg,PHILIPPINE EAGLE
38736,../input/100-bird-species/test/PHILIPPINE EAGLE/2.jpg,PHILIPPINE EAGLE
38737,../input/100-bird-species/test/PHILIPPINE EAGLE/3.jpg,PHILIPPINE EAGLE
38738,../input/100-bird-species/test/PHILIPPINE EAGLE/4.jpg,PHILIPPINE EAGLE
38739,../input/100-bird-species/test/PHILIPPINE EAGLE/5.jpg,PHILIPPINE EAGLE
38740,../input/100-bird-species/test/PINK ROBIN/1.jpg,PINK ROBIN
38741,../input/100-bird-species/test/PINK ROBIN/2.jpg,PINK ROBIN
38742,../input/100-bird-species/test/PINK ROBIN/3.jpg,PINK ROBIN
38743,../input/100-bird-species/test/PINK ROBIN/4.jpg,PINK ROBIN
38744,../input/100-bird-species/test/PINK ROBIN/5.jpg,PINK ROBIN
38745,../input/100-bird-species/test/PUFFIN/1.jpg,PUFFIN
38746,../input/100-bird-species/test/PUFFIN/2.jpg,PUFFIN
38747,../input/100-bird-species/test/PUFFIN/3.jpg,PUFFIN
38748,../input/100-bird-species/test/PUFFIN/4.jpg,PUFFIN
38749,../input/100-bird-species/test/PUFFIN/5.jpg,PUFFIN
38750,../input/100-bird-species/test/PURPLE FINCH/1.jpg,PURPLE FINCH
38751,../input/100-bird-species/test/PURPLE FINCH/2.jpg,PURPLE FINCH
38752,../input/100-bird-species/test/PURPLE FINCH/3.jpg,PURPLE FINCH
38753,../input/100-bird-species/test/PURPLE FINCH/4.jpg,PURPLE FINCH
38754,../input/100-bird-species/test/PURPLE FINCH/5.jpg,PURPLE FINCH
38755,../input/100-bird-species/test/PURPLE GALLINULE/1.jpg,PURPLE GALLINULE
38756,../input/100-bird-species/test/PURPLE GALLINULE/2.jpg,PURPLE GALLINULE
38757,../input/100-bird-species/test/PURPLE GALLINULE/3.jpg,PURPLE GALLINULE
38758,../input/100-bird-species/test/PURPLE GALLINULE/4.jpg,PURPLE GALLINULE
38759,../input/100-bird-species/test/PURPLE GALLINULE/5.jpg,PURPLE GALLINULE
38760,../input/100-bird-species/test/PURPLE MARTIN/1.jpg,PURPLE MARTIN
38761,../input/100-bird-species/test/PURPLE MARTIN/2.jpg,PURPLE MARTIN
38762,../input/100-bird-species/test/PURPLE MARTIN/3.jpg,PURPLE MARTIN
38763,../input/100-bird-species/test/PURPLE MARTIN/4.jpg,PURPLE MARTIN
38764,../input/100-bird-species/test/PURPLE MARTIN/5.jpg,PURPLE MARTIN
38765,../input/100-bird-species/test/PURPLE SWAMPHEN/1.jpg,PURPLE SWAMPHEN
38766,../input/100-bird-species/test/PURPLE SWAMPHEN/2.jpg,PURPLE SWAMPHEN
38767,../input/100-bird-species/test/PURPLE SWAMPHEN/3.jpg,PURPLE SWAMPHEN
38768,../input/100-bird-species/test/PURPLE SWAMPHEN/4.jpg,PURPLE SWAMPHEN
38769,../input/100-bird-species/test/PURPLE SWAMPHEN/5.jpg,PURPLE SWAMPHEN
38770,../input/100-bird-species/test/QUETZAL/1.jpg,QUETZAL
38771,../input/100-bird-species/test/QUETZAL/2.jpg,QUETZAL
38772,../input/100-bird-species/test/QUETZAL/3.jpg,QUETZAL
38773,../input/100-bird-species/test/QUETZAL/4.jpg,QUETZAL
38774,../input/100-bird-species/test/QUETZAL/5.jpg,QUETZAL
38775,../input/100-bird-species/test/RAINBOW LORIKEET/1.jpg,RAINBOW LORIKEET
38776,../input/100-bird-species/test/RAINBOW LORIKEET/2.jpg,RAINBOW LORIKEET
38777,../input/100-bird-species/test/RAINBOW LORIKEET/3.jpg,RAINBOW LORIKEET
38778,../input/100-bird-species/test/RAINBOW LORIKEET/4.jpg,RAINBOW LORIKEET
38779,../input/100-bird-species/test/RAINBOW LORIKEET/5.jpg,RAINBOW LORIKEET
38780,../input/100-bird-species/test/RAZORBILL/1.jpg,RAZORBILL
38781,../input/100-bird-species/test/RAZORBILL/2.jpg,RAZORBILL
38782,../input/100-bird-species/test/RAZORBILL/3.jpg,RAZORBILL
38783,../input/100-bird-species/test/RAZORBILL/4.jpg,RAZORBILL
38784,../input/100-bird-species/test/RAZORBILL/5.jpg,RAZORBILL
38785,../input/100-bird-species/test/RED BEARDED BEE EATER/1.jpg,RED BEARDED BEE EATER
38786,../input/100-bird-species/test/RED BEARDED BEE EATER/2.jpg,RED BEARDED BEE EATER
38787,../input/100-bird-species/test/RED BEARDED BEE EATER/3.jpg,RED BEARDED BEE EATER
38788,../input/100-bird-species/test/RED BEARDED BEE EATER/4.jpg,RED BEARDED BEE EATER
38789,../input/100-bird-species/test/RED BEARDED BEE EATER/5.jpg,RED BEARDED BEE EATER
38790,../input/100-bird-species/test/RED BELLIED PITTA/1.jpg,RED BELLIED PITTA
38791,../input/100-bird-species/test/RED BELLIED PITTA/2.jpg,RED BELLIED PITTA
38792,../input/100-bird-species/test/RED BELLIED PITTA/3.jpg,RED BELLIED PITTA
38793,../input/100-bird-species/test/RED BELLIED PITTA/4.jpg,RED BELLIED PITTA
38794,../input/100-bird-species/test/RED BELLIED PITTA/5.jpg,RED BELLIED PITTA
38795,../input/100-bird-species/test/RED BROWED FINCH/1.jpg,RED BROWED FINCH
38796,../input/100-bird-species/test/RED BROWED FINCH/2.jpg,RED BROWED FINCH
38797,../input/100-bird-species/test/RED BROWED FINCH/3.jpg,RED BROWED FINCH
38798,../input/100-bird-species/test/RED BROWED FINCH/4.jpg,RED BROWED FINCH
38799,../input/100-bird-species/test/RED BROWED FINCH/5.jpg,RED BROWED FINCH
38800,../input/100-bird-species/test/RED FACED CORMORANT/1.jpg,RED FACED CORMORANT
38801,../input/100-bird-species/test/RED FACED CORMORANT/2.jpg,RED FACED CORMORANT
38802,../input/100-bird-species/test/RED FACED CORMORANT/3.jpg,RED FACED CORMORANT
38803,../input/100-bird-species/test/RED FACED CORMORANT/4.jpg,RED FACED CORMORANT
38804,../input/100-bird-species/test/RED FACED CORMORANT/5.jpg,RED FACED CORMORANT
38805,../input/100-bird-species/test/RED FACED WARBLER/1.jpg,RED FACED WARBLER
38806,../input/100-bird-species/test/RED FACED WARBLER/2.jpg,RED FACED WARBLER
38807,../input/100-bird-species/test/RED FACED WARBLER/3.jpg,RED FACED WARBLER
38808,../input/100-bird-species/test/RED FACED WARBLER/4.jpg,RED FACED WARBLER
38809,../input/100-bird-species/test/RED FACED WARBLER/5.jpg,RED FACED WARBLER
38810,../input/100-bird-species/test/RED HEADED DUCK/1.jpg,RED HEADED DUCK
38811,../input/100-bird-species/test/RED HEADED DUCK/2.jpg,RED HEADED DUCK
38812,../input/100-bird-species/test/RED HEADED DUCK/3.jpg,RED HEADED DUCK
38813,../input/100-bird-species/test/RED HEADED DUCK/4.jpg,RED HEADED DUCK
38814,../input/100-bird-species/test/RED HEADED DUCK/5.jpg,RED HEADED DUCK
38815,../input/100-bird-species/test/RED HEADED WOODPECKER/1.jpg,RED HEADED WOODPECKER
38816,../input/100-bird-species/test/RED HEADED WOODPECKER/2.jpg,RED HEADED WOODPECKER
38817,../input/100-bird-species/test/RED HEADED WOODPECKER/3.jpg,RED HEADED WOODPECKER
38818,../input/100-bird-species/test/RED HEADED WOODPECKER/4.jpg,RED HEADED WOODPECKER
38819,../input/100-bird-species/test/RED HEADED WOODPECKER/5.jpg,RED HEADED WOODPECKER
38820,../input/100-bird-species/test/RED HONEY CREEPER/1.jpg,RED HONEY CREEPER
38821,../input/100-bird-species/test/RED HONEY CREEPER/2.jpg,RED HONEY CREEPER
38822,../input/100-bird-species/test/RED HONEY CREEPER/3.jpg,RED HONEY CREEPER
38823,../input/100-bird-species/test/RED HONEY CREEPER/4.jpg,RED HONEY CREEPER
38824,../input/100-bird-species/test/RED HONEY CREEPER/5.jpg,RED HONEY CREEPER
38825,../input/100-bird-species/test/RED TAILED THRUSH/1.jpg,RED TAILED THRUSH
38826,../input/100-bird-species/test/RED TAILED THRUSH/2.jpg,RED TAILED THRUSH
38827,../input/100-bird-species/test/RED TAILED THRUSH/3.jpg,RED TAILED THRUSH
38828,../input/100-bird-species/test/RED TAILED THRUSH/4.jpg,RED TAILED THRUSH
38829,../input/100-bird-species/test/RED TAILED THRUSH/5.jpg,RED TAILED THRUSH
38830,../input/100-bird-species/test/RED WINGED BLACKBIRD/1.jpg,RED WINGED BLACKBIRD
38831,../input/100-bird-species/test/RED WINGED BLACKBIRD/2.jpg,RED WINGED BLACKBIRD
38832,../input/100-bird-species/test/RED WINGED BLACKBIRD/3.jpg,RED WINGED BLACKBIRD
38833,../input/100-bird-species/test/RED WINGED BLACKBIRD/4.jpg,RED WINGED BLACKBIRD
38834,../input/100-bird-species/test/RED WINGED BLACKBIRD/5.jpg,RED WINGED BLACKBIRD
38835,../input/100-bird-species/test/RED WISKERED BULBUL/1.jpg,RED WISKERED BULBUL
38836,../input/100-bird-species/test/RED WISKERED BULBUL/2.jpg,RED WISKERED BULBUL
38837,../input/100-bird-species/test/RED WISKERED BULBUL/3.jpg,RED WISKERED BULBUL
38838,../input/100-bird-species/test/RED WISKERED BULBUL/4.jpg,RED WISKERED BULBUL
38839,../input/100-bird-species/test/RED WISKERED BULBUL/5.jpg,RED WISKERED BULBUL
38840,../input/100-bird-species/test/REGENT BOWERBIRD/1.jpg,REGENT BOWERBIRD
38841,../input/100-bird-species/test/REGENT BOWERBIRD/2.jpg,REGENT BOWERBIRD
38842,../input/100-bird-species/test/REGENT BOWERBIRD/3.jpg,REGENT BOWERBIRD
38843,../input/100-bird-species/test/REGENT BOWERBIRD/4.jpg,REGENT BOWERBIRD
38844,../input/100-bird-species/test/REGENT BOWERBIRD/5.jpg,REGENT BOWERBIRD
38845,../input/100-bird-species/test/RING-NECKED PHEASANT/1.jpg,RING-NECKED PHEASANT
38846,../input/100-bird-species/test/RING-NECKED PHEASANT/2.jpg,RING-NECKED PHEASANT
38847,../input/100-bird-species/test/RING-NECKED PHEASANT/3.jpg,RING-NECKED PHEASANT
38848,../input/100-bird-species/test/RING-NECKED PHEASANT/4.jpg,RING-NECKED PHEASANT
38849,../input/100-bird-species/test/RING-NECKED PHEASANT/5.jpg,RING-NECKED PHEASANT
38850,../input/100-bird-species/test/ROADRUNNER/1.jpg,ROADRUNNER
38851,../input/100-bird-species/test/ROADRUNNER/2.jpg,ROADRUNNER
38852,../input/100-bird-species/test/ROADRUNNER/3.jpg,ROADRUNNER
38853,../input/100-bird-species/test/ROADRUNNER/4.jpg,ROADRUNNER
38854,../input/100-bird-species/test/ROADRUNNER/5.jpg,ROADRUNNER
38855,../input/100-bird-species/test/ROBIN/1.jpg,ROBIN
38856,../input/100-bird-species/test/ROBIN/2.jpg,ROBIN
38857,../input/100-bird-species/test/ROBIN/3.jpg,ROBIN
38858,../input/100-bird-species/test/ROBIN/4.jpg,ROBIN
38859,../input/100-bird-species/test/ROBIN/5.jpg,ROBIN
38860,../input/100-bird-species/test/ROCK DOVE/1.jpg,ROCK DOVE
38861,../input/100-bird-species/test/ROCK DOVE/2.jpg,ROCK DOVE
38862,../input/100-bird-species/test/ROCK DOVE/3.jpg,ROCK DOVE
38863,../input/100-bird-species/test/ROCK DOVE/4.jpg,ROCK DOVE
38864,../input/100-bird-species/test/ROCK DOVE/5.jpg,ROCK DOVE
38865,../input/100-bird-species/test/ROSY FACED LOVEBIRD/1.jpg,ROSY FACED LOVEBIRD
38866,../input/100-bird-species/test/ROSY FACED LOVEBIRD/2.jpg,ROSY FACED LOVEBIRD
38867,../input/100-bird-species/test/ROSY FACED LOVEBIRD/3.jpg,ROSY FACED LOVEBIRD
38868,../input/100-bird-species/test/ROSY FACED LOVEBIRD/4.jpg,ROSY FACED LOVEBIRD
38869,../input/100-bird-species/test/ROSY FACED LOVEBIRD/5.jpg,ROSY FACED LOVEBIRD
38870,../input/100-bird-species/test/ROUGH LEG BUZZARD/1.jpg,ROUGH LEG BUZZARD
38871,../input/100-bird-species/test/ROUGH LEG BUZZARD/2.jpg,ROUGH LEG BUZZARD
38872,../input/100-bird-species/test/ROUGH LEG BUZZARD/3.jpg,ROUGH LEG BUZZARD
38873,../input/100-bird-species/test/ROUGH LEG BUZZARD/4.jpg,ROUGH LEG BUZZARD
38874,../input/100-bird-species/test/ROUGH LEG BUZZARD/5.jpg,ROUGH LEG BUZZARD
38875,../input/100-bird-species/test/RUBY THROATED HUMMINGBIRD/1.jpg,RUBY THROATED HUMMINGBIRD
38876,../input/100-bird-species/test/RUBY THROATED HUMMINGBIRD/2.jpg,RUBY THROATED HUMMINGBIRD
38877,../input/100-bird-species/test/RUBY THROATED HUMMINGBIRD/3.jpg,RUBY THROATED HUMMINGBIRD
38878,../input/100-bird-species/test/RUBY THROATED HUMMINGBIRD/4.jpg,RUBY THROATED HUMMINGBIRD
38879,../input/100-bird-species/test/RUBY THROATED HUMMINGBIRD/5.jpg,RUBY THROATED HUMMINGBIRD
38880,../input/100-bird-species/test/RUFOUS KINGFISHER/1.jpg,RUFOUS KINGFISHER
38881,../input/100-bird-species/test/RUFOUS KINGFISHER/2.jpg,RUFOUS KINGFISHER
38882,../input/100-bird-species/test/RUFOUS KINGFISHER/3.jpg,RUFOUS KINGFISHER
38883,../input/100-bird-species/test/RUFOUS KINGFISHER/4.jpg,RUFOUS KINGFISHER
38884,../input/100-bird-species/test/RUFOUS KINGFISHER/5.jpg,RUFOUS KINGFISHER
38885,../input/100-bird-species/test/RUFUOS MOTMOT/1.jpg,RUFUOS MOTMOT
38886,../input/100-bird-species/test/RUFUOS MOTMOT/2.jpg,RUFUOS MOTMOT
38887,../input/100-bird-species/test/RUFUOS MOTMOT/3.jpg,RUFUOS MOTMOT
38888,../input/100-bird-species/test/RUFUOS MOTMOT/4.jpg,RUFUOS MOTMOT
38889,../input/100-bird-species/test/RUFUOS MOTMOT/5.jpg,RUFUOS MOTMOT
38890,../input/100-bird-species/test/SAMATRAN THRUSH/1.jpg,SAMATRAN THRUSH
38891,../input/100-bird-species/test/SAMATRAN THRUSH/2.jpg,SAMATRAN THRUSH
38892,../input/100-bird-species/test/SAMATRAN THRUSH/3.jpg,SAMATRAN THRUSH
38893,../input/100-bird-species/test/SAMATRAN THRUSH/4.jpg,SAMATRAN THRUSH
38894,../input/100-bird-species/test/SAMATRAN THRUSH/5.jpg,SAMATRAN THRUSH
38895,../input/100-bird-species/test/SAND MARTIN/1.jpg,SAND MARTIN
38896,../input/100-bird-species/test/SAND MARTIN/2.jpg,SAND MARTIN
38897,../input/100-bird-species/test/SAND MARTIN/3.jpg,SAND MARTIN
38898,../input/100-bird-species/test/SAND MARTIN/4.jpg,SAND MARTIN
38899,../input/100-bird-species/test/SAND MARTIN/5.jpg,SAND MARTIN
38900,../input/100-bird-species/test/SCARLET IBIS/1.jpg,SCARLET IBIS
38901,../input/100-bird-species/test/SCARLET IBIS/2.jpg,SCARLET IBIS
38902,../input/100-bird-species/test/SCARLET IBIS/3.jpg,SCARLET IBIS
38903,../input/100-bird-species/test/SCARLET IBIS/4.jpg,SCARLET IBIS
38904,../input/100-bird-species/test/SCARLET IBIS/5.jpg,SCARLET IBIS
38905,../input/100-bird-species/test/SCARLET MACAW/1.jpg,SCARLET MACAW
38906,../input/100-bird-species/test/SCARLET MACAW/2.jpg,SCARLET MACAW
38907,../input/100-bird-species/test/SCARLET MACAW/3.jpg,SCARLET MACAW
38908,../input/100-bird-species/test/SCARLET MACAW/4.jpg,SCARLET MACAW
38909,../input/100-bird-species/test/SCARLET MACAW/5.jpg,SCARLET MACAW
38910,../input/100-bird-species/test/SHOEBILL/1.jpg,SHOEBILL
38911,../input/100-bird-species/test/SHOEBILL/2.jpg,SHOEBILL
38912,../input/100-bird-species/test/SHOEBILL/3.jpg,SHOEBILL
38913,../input/100-bird-species/test/SHOEBILL/4.jpg,SHOEBILL
38914,../input/100-bird-species/test/SHOEBILL/5.jpg,SHOEBILL
38915,../input/100-bird-species/test/SHORT BILLED DOWITCHER/1.jpg,SHORT BILLED DOWITCHER
38916,../input/100-bird-species/test/SHORT BILLED DOWITCHER/2.jpg,SHORT BILLED DOWITCHER
38917,../input/100-bird-species/test/SHORT BILLED DOWITCHER/3.jpg,SHORT BILLED DOWITCHER
38918,../input/100-bird-species/test/SHORT BILLED DOWITCHER/4.jpg,SHORT BILLED DOWITCHER
38919,../input/100-bird-species/test/SHORT BILLED DOWITCHER/5.jpg,SHORT BILLED DOWITCHER
38920,../input/100-bird-species/test/SMITHS LONGSPUR/1.jpg,SMITHS LONGSPUR
38921,../input/100-bird-species/test/SMITHS LONGSPUR/2.jpg,SMITHS LONGSPUR
38922,../input/100-bird-species/test/SMITHS LONGSPUR/3.jpg,SMITHS LONGSPUR
38923,../input/100-bird-species/test/SMITHS LONGSPUR/4.jpg,SMITHS LONGSPUR
38924,../input/100-bird-species/test/SMITHS LONGSPUR/5.jpg,SMITHS LONGSPUR
38925,../input/100-bird-species/test/SNOWY EGRET/1.jpg,SNOWY EGRET
38926,../input/100-bird-species/test/SNOWY EGRET/2.jpg,SNOWY EGRET
38927,../input/100-bird-species/test/SNOWY EGRET/3.jpg,SNOWY EGRET
38928,../input/100-bird-species/test/SNOWY EGRET/4.jpg,SNOWY EGRET
38929,../input/100-bird-species/test/SNOWY EGRET/5.jpg,SNOWY EGRET
38930,../input/100-bird-species/test/SNOWY OWL/1.jpg,SNOWY OWL
38931,../input/100-bird-species/test/SNOWY OWL/2.jpg,SNOWY OWL
38932,../input/100-bird-species/test/SNOWY OWL/3.jpg,SNOWY OWL
38933,../input/100-bird-species/test/SNOWY OWL/4.jpg,SNOWY OWL
38934,../input/100-bird-species/test/SNOWY OWL/5.jpg,SNOWY OWL
38935,../input/100-bird-species/test/SORA/1.jpg,SORA
38936,../input/100-bird-species/test/SORA/2.jpg,SORA
38937,../input/100-bird-species/test/SORA/3.jpg,SORA
38938,../input/100-bird-species/test/SORA/4.jpg,SORA
38939,../input/100-bird-species/test/SORA/5.jpg,SORA
38940,../input/100-bird-species/test/SPANGLED COTINGA/1.jpg,SPANGLED COTINGA
38941,../input/100-bird-species/test/SPANGLED COTINGA/2.jpg,SPANGLED COTINGA
38942,../input/100-bird-species/test/SPANGLED COTINGA/3.jpg,SPANGLED COTINGA
38943,../input/100-bird-species/test/SPANGLED COTINGA/4.jpg,SPANGLED COTINGA
38944,../input/100-bird-species/test/SPANGLED COTINGA/5.jpg,SPANGLED COTINGA
38945,../input/100-bird-species/test/SPLENDID WREN/1.jpg,SPLENDID WREN
38946,../input/100-bird-species/test/SPLENDID WREN/2.jpg,SPLENDID WREN
38947,../input/100-bird-species/test/SPLENDID WREN/3.jpg,SPLENDID WREN
38948,../input/100-bird-species/test/SPLENDID WREN/4.jpg,SPLENDID WREN
38949,../input/100-bird-species/test/SPLENDID WREN/5.jpg,SPLENDID WREN
38950,../input/100-bird-species/test/SPOON BILED SANDPIPER/1.jpg,SPOON BILED SANDPIPER
38951,../input/100-bird-species/test/SPOON BILED SANDPIPER/2.jpg,SPOON BILED SANDPIPER
38952,../input/100-bird-species/test/SPOON BILED SANDPIPER/3.jpg,SPOON BILED SANDPIPER
38953,../input/100-bird-species/test/SPOON BILED SANDPIPER/4.jpg,SPOON BILED SANDPIPER
38954,../input/100-bird-species/test/SPOON BILED SANDPIPER/5.jpg,SPOON BILED SANDPIPER
38955,../input/100-bird-species/test/SPOONBILL/1.jpg,SPOONBILL
38956,../input/100-bird-species/test/SPOONBILL/2.jpg,SPOONBILL
38957,../input/100-bird-species/test/SPOONBILL/3.jpg,SPOONBILL
38958,../input/100-bird-species/test/SPOONBILL/4.jpg,SPOONBILL
38959,../input/100-bird-species/test/SPOONBILL/5.jpg,SPOONBILL
38960,../input/100-bird-species/test/SRI LANKA BLUE MAGPIE/1.jpg,SRI LANKA BLUE MAGPIE
38961,../input/100-bird-species/test/SRI LANKA BLUE MAGPIE/2.jpg,SRI LANKA BLUE MAGPIE
38962,../input/100-bird-species/test/SRI LANKA BLUE MAGPIE/3.jpg,SRI LANKA BLUE MAGPIE
38963,../input/100-bird-species/test/SRI LANKA BLUE MAGPIE/4.jpg,SRI LANKA BLUE MAGPIE
38964,../input/100-bird-species/test/SRI LANKA BLUE MAGPIE/5.jpg,SRI LANKA BLUE MAGPIE
38965,../input/100-bird-species/test/STEAMER DUCK/1.jpg,STEAMER DUCK
38966,../input/100-bird-species/test/STEAMER DUCK/2.jpg,STEAMER DUCK
38967,../input/100-bird-species/test/STEAMER DUCK/3.jpg,STEAMER DUCK
38968,../input/100-bird-species/test/STEAMER DUCK/4.jpg,STEAMER DUCK
38969,../input/100-bird-species/test/STEAMER DUCK/5.jpg,STEAMER DUCK
